menu,price,genre,name,adress,tel,lat,lng,url
サントリー ザ・プレミアム・モルツ 香るエール,715,ダイニングバー・バル・イタリアン・フレンチ,ワインの酒場。Di PUNTO  ディプント 　桜橋店,大阪府大阪市北区梅田２－４－４３,050-5887-0235,34.6989553,135.4947399,https://www.hotpepper.jp/strJ001051682/
サントリー ザ・プレミアム・モルツ(ジョッキ),549,居酒屋・和食,鮨・酒・肴　杉玉　お初天神（大阪）,大阪府大阪市北区曽根崎２-10-15曽根崎センタービル1F,050-5816-7367,34.7007263,135.5007048,https://www.hotpepper.jp/strJ001278073/
サントリー ザ・プレミアム・モルツ(チビ),373,居酒屋・和食,鮨・酒・肴　杉玉　お初天神（大阪）,大阪府大阪市北区曽根崎２-10-15曽根崎センタービル1F,050-5816-7367,34.7007263,135.5007048,https://www.hotpepper.jp/strJ001278073/
サントリー ザ・モルツ,528,居酒屋,炉端焼き×肉寿司 炭焼 肉炉端 炉漫堂 梅田東通り店,大阪府大阪市北区小松原町４－５　地下1階,050-5257-5545,34.7026707,135.5010691,https://www.hotpepper.jp/strJ001109938/
サントリー ザ・モルツ(中瓶),528,居酒屋・和食,寿司×海鮮×天ぷら×食べ放題　のぶちゃん　梅田東通り店,大阪府大阪市北区堂山町７-２４,050-5834-0398,34.7032841,135.5025345,https://www.hotpepper.jp/strJ000789037/
サントリー ザ・モルツ(中瓶),736,居酒屋・和食,鮨・酒・肴　杉玉　お初天神（大阪）,大阪府大阪市北区曽根崎２-10-15曽根崎センタービル1F,050-5816-7367,34.7007263,135.5007048,https://www.hotpepper.jp/strJ001278073/
サントリー ザ・モルツ<生>,385,居酒屋,肉汁　堂山店,大阪府大阪市北区小松原町５－１４　小松原ビル1F,050-5220-0717,34.7035818,135.5014172,https://www.hotpepper.jp/strJ000012942/
サントリー プレミアム モルツ生,748,ダイニングバー・バル,ダイナミックキッチン＆バー 燦－SUN－ ヒルトンプラザウエスト店,大阪府大阪市北区梅田2-2-2ヒルトンプラザウエスト6F,050-5887-2584,34.6999702,135.4952544,https://www.hotpepper.jp/strJ000014491/
サントリー プレミアムモルツ,500,居酒屋,みんなのバル アジアン天国,大阪府大阪市北区堂島２－２－３４　クリエ堂島１F,050-5223-6208,34.6973273,135.4950896,https://www.hotpepper.jp/strJ001187534/
サントリー プレミアムモルツ,880,中華,海皇(はいふぁん) 堂島店,大阪府大阪市北区堂島１-4-2  ビールディング北新地3F,050-5287-1755,34.696101,135.4982009,https://www.hotpepper.jp/strJ001176657/
サントリー プレミアムモルツ 生,420,アジア・エスニック料理,アジアンバル　フロッグス,大阪府大阪市北区梅田１-11-4大阪市北区梅田　大阪駅前第4ビルB1F,050-5288-0540,34.699879,135.4988566,https://www.hotpepper.jp/strJ000018240/
サントリー プレミアムモルツ 生,700,焼肉・ホルモン,個室・焼肉懐石　北新地 すがはら,大阪府大阪市北区堂島１‐４‐２　ビールディング北新地２Ｆ,06-6341-2915,34.696101,135.4982009,https://www.hotpepper.jp/strJ000109854/
サントリー プレミアムモルツ(小瓶),650,和食・居酒屋,はまぐり庵ー吉祥別邸ー,大阪府大阪市北区芝田１-1-3　阪急三番街南館B2,050-5286-8507,34.7042385,135.4984654,https://www.hotpepper.jp/strJ001170667/
サントリー モルツ,825,中華,海皇(はいふぁん) 堂島店,大阪府大阪市北区堂島１-4-2  ビールディング北新地3F,050-5287-1755,34.696101,135.4982009,https://www.hotpepper.jp/strJ001176657/
サントリー モルツ 中瓶,700,焼肉・ホルモン,個室・焼肉懐石　北新地 すがはら,大阪府大阪市北区堂島１‐４‐２　ビールディング北新地２Ｆ,06-6341-2915,34.696101,135.4982009,https://www.hotpepper.jp/strJ000109854/
サントリー モルツ(中瓶),750,バー・カクテル,ニューサントリーファイブ,大阪府大阪市北区曽根崎２-10-15 曽根崎センタービル5F,06-6312-8912,34.7007263,135.5007048,https://www.hotpepper.jp/strJ000622473/
サントリー モルツ(中瓶),605,居酒屋,《個室》小皿料理と日本酒　大衆酒場　ニュー曙　梅田東通り店,大阪府大阪市北区堂山町6-2,050-5845-7158,34.7029798,135.5033008,https://www.hotpepper.jp/strJ001294844/
サントリー モルツ(小瓶),550,バー・カクテル,ニューサントリーファイブ,大阪府大阪市北区曽根崎２-10-15 曽根崎センタービル5F,06-6312-8912,34.7007263,135.5007048,https://www.hotpepper.jp/strJ000622473/
サントリー 中瓶,715,お好み焼き・もんじゃ,ぼてぢゅう　かっぱ横丁店,大阪府大阪市北区芝田１-7-2阪急かっぱ横丁内,050-5355-2515,34.7071744,135.4980634,https://www.hotpepper.jp/strJ000450363/
サントリー 生中,605,お好み焼き・もんじゃ,ぼてぢゅう　かっぱ横丁店,大阪府大阪市北区芝田１-7-2阪急かっぱ横丁内,050-5355-2515,34.7071744,135.4980634,https://www.hotpepper.jp/strJ000450363/
サントリー 生小,385,お好み焼き・もんじゃ,ぼてぢゅう　かっぱ横丁店,大阪府大阪市北区芝田１-7-2阪急かっぱ横丁内,050-5355-2515,34.7071744,135.4980634,https://www.hotpepper.jp/strJ000450363/
サントリー(生小),500,創作料理,どん家,大阪府大阪市北区曽根崎新地１-5-32 ボネービル1F,06-6341-7558,34.6990236,135.5081067,https://www.hotpepper.jp/strJ000448419/
サントリー”ザ・プレミアム・モルツ” 生ビール(中),450,居酒屋・和食,海幸丸　百番,大阪府大阪市北区芝田１－７－２　（阪急かっぱ横丁内）,050-5828-8684,34.7071744,135.4980634,https://www.hotpepper.jp/strJ000012543/
サントリー”モルツ” 中瓶,500,居酒屋・和食,海幸丸　百番,大阪府大阪市北区芝田１－７－２　（阪急かっぱ横丁内）,050-5828-8684,34.7071744,135.4980634,https://www.hotpepper.jp/strJ000012543/
サントリーザ・プレミアムモルツ 中ジョッキ,198,居酒屋,梅田応援団 大分からあげと鉄板焼 勝男,大阪府大阪市北区芝田２-３-２２,06-6359-8011,34.7053022,135.4955499,https://www.hotpepper.jp/strJ001157966/
サントリーザ・プレミアムモルツ 中ジョッキ,198,居酒屋,阪急高架下応援団 大分からあげと鉄板焼 勝男,大阪府大阪市北区芝田１－１５－２１,06-6359-6211,34.7084033,135.4972317,https://www.hotpepper.jp/strJ001111221/
サントリーザ・プレミアムモルツ 中ジョッキ,198,居酒屋,東通応援団 大分からあげと鉄板焼 勝男,大阪府大阪市北区小松原町１-１２,06-6311-8311,34.7023473,135.5006608,https://www.hotpepper.jp/strJ001168978/
サントリーザ・プレミアムモルツ 中ジョッキ,198,居酒屋,大分からあげと鉄板焼　第3ビルB2応援団　勝男,大阪府大阪市北区梅田１－１－３　大阪駅前第３ビル地下２階,050-5877-0824,34.6987788,135.499416,https://www.hotpepper.jp/strJ003323454/
サントリーザ・プレミアムモルツ 約1.5倍のおトクジョッキ!,286,居酒屋,阪急高架下応援団 大分からあげと鉄板焼 勝男,大阪府大阪市北区芝田１－１５－２１,06-6359-6211,34.7084033,135.4972317,https://www.hotpepper.jp/strJ001111221/
サントリーザ・プレミアムモルツ 約1.5倍のおトクジョッキ!,286,居酒屋,大分からあげと鉄板焼　第3ビルB2応援団　勝男,大阪府大阪市北区梅田１－１－３　大阪駅前第３ビル地下２階,050-5877-0824,34.6987788,135.499416,https://www.hotpepper.jp/strJ003323454/
サントリーザ・プレミアムモルツ 約1.5倍のおトクジョッキ!,286,居酒屋,東通応援団 大分からあげと鉄板焼 勝男,大阪府大阪市北区小松原町１-１２,06-6311-8311,34.7023473,135.5006608,https://www.hotpepper.jp/strJ001168978/
サントリーザ・プレミアムモルツ 約1.5倍のおトクジョッキ!,286,居酒屋,梅田応援団 大分からあげと鉄板焼 勝男,大阪府大阪市北区芝田２-３-２２,06-6359-8011,34.7053022,135.4955499,https://www.hotpepper.jp/strJ001157966/
サントリーザ・プレミアム・モルツ(中瓶),980,洋食,グルメバイキング　オリンピア,大阪府大阪市北区芝田１－１－３５　大阪新阪急ホテル　地下１F,050-5828-8821,34.7048993,135.4975376,https://www.hotpepper.jp/strJ000014525/
サントリーザ・プレミアム・モルツ(生),910,洋食,グルメバイキング　オリンピア,大阪府大阪市北区芝田１－１－３５　大阪新阪急ホテル　地下１F,050-5828-8821,34.7048993,135.4975376,https://www.hotpepper.jp/strJ000014525/
サントリーザ・プレミアム・モルツ生,710,ダイニングバー・バル,阪急うめだ本店　美味旬菜,大阪府大阪市北区角田町8-7　阪急うめだ本店12F,050-5877-1665,34.7028186,135.4985323,https://www.hotpepper.jp/strJ001041245/
サントリーパーフェクトビール,495,居酒屋・創作料理,食べ飲み放題　海鮮個室居酒屋　３時間　梅田まぐろ市場　梅田本店,大阪府大阪市北区梅田３-4-5  毎日インテシオ2F,050-5287-3681,34.6984333,135.4903587,https://www.hotpepper.jp/strJ001177136/
サントリープレミアムモルツ,600,ダイニングバー・バル,BLOW　北新地店,大阪府大阪市北区曽根崎新地１-８-１９ 梅新ビル3F,06-6450-8818,34.6982594,135.4988228,https://www.hotpepper.jp/strJ001207537/
サントリープレミアムモルツ,682,洋食,神戸牛すてーきIshida. LINKS UMEDA店(すてーき石田　リンクス　梅田店),大阪府大阪市北区大深町1-1 ヨドバシカメラリンクス梅田8F,050-5834-8357,34.7046023,135.4962013,https://www.hotpepper.jp/strJ001285631/
サントリープレミアムモルツ,550,居酒屋・焼肉・ホルモン,鉄板焼鳥　ニワ　梅田北新地店,大阪府大阪市北区堂島１-5-7   堂島グランドビル2階,050-5834-8426,34.6960735,135.4961021,https://www.hotpepper.jp/strJ001034316/
サントリープレミアムモルツ,700,洋食,お好み 鉄板 のき,大阪府大阪市北区堂島１‐２‐１７ １Ｆ,06-6344-8956,34.6967154,135.4988241,https://www.hotpepper.jp/strJ000760450/
サントリープレミアムモルツ,200,ダイニングバー・バル,All200円BAR moonwalk 梅田茶屋町店　(ムーンウォーク),大阪府大阪市北区芝田１－８－１　D.D.HOUSE ２F,06-6467-8133,34.7070549,135.4973708,https://www.hotpepper.jp/strJ001208121/
サントリープレミアムモルツ,880,洋食,ステーキハウス　デボン,大阪府大阪市北区曽根崎新地１-5-10 北新地地田ビル5F,050-5265-9120,34.6978962,135.4969306,https://www.hotpepper.jp/strJ000448632/
サントリープレミアムモルツ (中),880,和食,乾山　大阪北新地店,大阪府大阪市北区曽根崎新地１-6-32 司ビル１階,050-5572-9757,34.6982594,135.4988228,https://www.hotpepper.jp/strJ000448619/
サントリープレミアムモルツ (小),440,洋食,神戸牛すてーきIshida. LINKS UMEDA店(すてーき石田　リンクス　梅田店),大阪府大阪市北区大深町1-1 ヨドバシカメラリンクス梅田8F,050-5834-8357,34.7046023,135.4962013,https://www.hotpepper.jp/strJ001285631/
サントリープレミアムモルツ MEGA,1529,居酒屋,炉端 美酒食堂　炉とマタギ　西梅田店,大阪府大阪市北区堂島３‐4-1,06-6458-6789,34.6968601,135.4916012,https://www.hotpepper.jp/strJ001028685/
サントリープレミアムモルツ グラス,429,居酒屋,炉端 美酒食堂　炉とマタギ　西梅田店,大阪府大阪市北区堂島３‐4-1,06-6458-6789,34.6968601,135.4916012,https://www.hotpepper.jp/strJ001028685/
サントリープレミアムモルツ ピッチャー,1500,居酒屋,蕪家,大阪府大阪市北区曽根崎新地１‐２‐１６,06-6343-0267,34.7016932,135.4997105,https://www.hotpepper.jp/strJ000683178/
サントリープレミアムモルツ 中ジョッキ,539,居酒屋,炉端 美酒食堂　炉とマタギ　西梅田店,大阪府大阪市北区堂島３‐4-1,06-6458-6789,34.6968601,135.4916012,https://www.hotpepper.jp/strJ001028685/
サントリープレミアムモルツ 中瓶,780,和食,豆富料理と薬膳火鍋　八かく庵　大阪マルビル店,大阪府大阪市北区梅田1-9-20大阪マルビルB2F,06-6343-6608,34.6997768,135.4969056,https://www.hotpepper.jp/strJ000012585/
サントリープレミアムモルツ 生ビール(中),660,和食,キュイジーヌ 福の舞 北新地店,大阪府大阪市北区曽根崎新地１丁目11番19号 北新地スタービル2F,050-5831-9114,34.6982594,135.4988228,https://www.hotpepper.jp/strJ001201202/
サントリープレミアムモルツ 生ビール(小),495,和食,キュイジーヌ 福の舞 北新地店,大阪府大阪市北区曽根崎新地１丁目11番19号 北新地スタービル2F,050-5831-9114,34.6982594,135.4988228,https://www.hotpepper.jp/strJ001201202/
サントリープレミアムモルツ 生中,480,居酒屋,蕪家,大阪府大阪市北区曽根崎新地１‐２‐１６,06-6343-0267,34.7016932,135.4997105,https://www.hotpepper.jp/strJ000683178/
サントリープレミアムモルツ 生小,380,居酒屋,蕪家,大阪府大阪市北区曽根崎新地１‐２‐１６,06-6343-0267,34.7016932,135.4997105,https://www.hotpepper.jp/strJ000683178/
サントリープレミアムモルツ 香るエール 生,690,和食,豆富料理と薬膳火鍋　八かく庵　大阪マルビル店,大阪府大阪市北区梅田1-9-20大阪マルビルB2F,06-6343-6608,34.6997768,135.4969056,https://www.hotpepper.jp/strJ000012585/
サントリープレミアムモルツ(小),500,洋食,お好み 鉄板 のき,大阪府大阪市北区堂島１‐２‐１７ １Ｆ,06-6344-8956,34.6967154,135.4988241,https://www.hotpepper.jp/strJ000760450/
サントリープレミアムモルツ[334ml],770,イタリアン・フレンチ,サンマルク　大阪ステーションシティ店,大阪府大阪市北区梅田３-1-1大阪ステーションシティサウスゲートビルディング16F,050-5281-1850,34.7017922,135.4963334,https://www.hotpepper.jp/strJ001134207/
サントリーモルツ,605,ダイニングバー・バル,UNICO西梅田店,大阪府大阪市北区曽根崎新地２-3-21 axビル2F,050-5346-7140,34.6979945,135.4945578,https://www.hotpepper.jp/strJ001194030/
サントリーモルツ,500,ダイニングバー・バル,On and On　オン アンド オン,大阪府大阪市北区西天満６-８-７ 電子会館B1,06-6362-0212,34.6982868,135.5043135,https://www.hotpepper.jp/strJ000051971/
サントリーモルツ 生,530,イタリアン・フレンチ,restaurant bar GIROND’S JR．　ジローズジュニア,大阪府大阪市北区曽根崎新地１‐１‐４０ジロービル３Ｆ,06-6344-2601,34.6967269,135.5003549,https://www.hotpepper.jp/strJ000012774/
サントリーモルツ/キリンクラシックラガー/アサヒスーパードライ,550,居酒屋,沖縄・琉球料理の旨い店 めんそーれー,大阪府大阪市北区堂島１-2-23 田園ビルB1F,06-6344-8688,34.6965751,135.4992319,https://www.hotpepper.jp/strJ000448634/
サントリーラガー<大瓶>,700,和食,割烹 木暮,大阪府大阪市北区堂山町8-16,06-6361-5707,34.7035407,135.5028589,https://www.hotpepper.jp/strJ000866535/
サントリー・ザ・プレミアム・モルツ,780,和食,epais　北新地店,大阪府大阪市北区曽根崎新地１-9-3ニュー華ビル3Ｆ,06-6347-6599,34.6982594,135.4988228,https://www.hotpepper.jp/strJ001125145/
サントリー樽生ビール,418,居酒屋・ダイニングバー・バル,花様 ka-you 阪急梅田　　近江野菜自家栽培ファーム直送店,大阪府大阪市北区芝田１-7-2かっぱ横丁2階,050-5831-5978,34.7071744,135.4980634,https://www.hotpepper.jp/strJ000768880/
サントリー樽生ビール,418,居酒屋,花様 ka-you 西梅田　近江野菜自家栽培ファーム直送店,大阪府大阪市北区堂島２-1-18号堂島NSビル1F,050-5350-3159,34.6960024,135.4940219,https://www.hotpepper.jp/strJ001041350/
サントリー生ビール ザ・プレミアムモルツ,750,イタリアン・フレンチ,パパミラノ　阪急グランドビル店,大阪府大阪市北区角田町8-47阪急グランドビル27F,050-5831-6533,34.7029862,135.4990478,https://www.hotpepper.jp/strJ000019873/
サントリー金麦,480,韓国料理・焼肉・ホルモン,韓国料理　三年間　byコッテジ,大阪府大阪市北区茶屋町4-6竹村ビル1階,050-5451-6089,34.706324,135.4993409,https://www.hotpepper.jp/strJ001250564/
サントリー黒ラベル 生ビール〈中〉,638,ダイニングバー・バル,バッテンよかとぉ,大阪府大阪市北区曽根崎新地１-11-24 J-プライド北新地ビルB1,06-4799-7447,34.6979371,135.4993607,https://www.hotpepper.jp/strJ000505809/
ザ・プレミアムモルツ,580,居酒屋・創作料理,食べ飲み専門店 個室 創作和食居酒屋 ゆずの小町 梅田店,大阪府大阪市北区堂山町７－７　角庄ビル　３Ｆ,050-5816-1400,34.7032445,135.5020696,https://www.hotpepper.jp/strJ000981095/
ザ・プレミアムモルツ,660,焼肉・ホルモン,福園,大阪府大阪市北区堂島１－３－３３　新地萬年ビル5F,050-5265-9071,34.6967601,135.4982745,https://www.hotpepper.jp/strJ000013199/
ザ・プレミアムモルツ,600,ダイニングバー・バル,スペインバル　ダイニング　ルース,大阪府大阪市北区堂山町4-15　3F,050-5286-3059,34.7026428,135.502417,https://www.hotpepper.jp/strJ000683552/
ザ・プレミアムモルツ,638,居酒屋・韓国料理,手毬肉寿司×ロングユッケ食べ放題 肉酒場　梅田生肉流通センター 梅田店,大阪府大阪市北区曽根崎２-16-22　ジャスミン曽根崎ビル4F,050-5347-8083,34.7017024,135.5004102,https://www.hotpepper.jp/strJ001200862/
ザ・プレミアムモルツ,572,居酒屋,個室居酒屋 炭火と焼き鳥 鶏っく 大阪駅前 うめきた店,大阪府大阪市北区芝田２-3-9 エクセルビル４Ｆ,050-5287-7662,34.7054067,135.4953251,https://www.hotpepper.jp/strJ001029460/
ザ・プレミアムモルツ,550,ダイニングバー・バル,たぬき食堂,大阪府大阪市北区曽根崎２-1-6,06-6363-3805,34.6986286,135.5015347,https://www.hotpepper.jp/strJ002647538/
ザ・プレミアムモルツ,580,居酒屋・創作料理,個室 もつ鍋 泳ぎイカ 九州うまか 梅田店,大阪府大阪市北区角田町１－１　地下１Ｆ,050-5834-2760,34.7040024,135.5012571,https://www.hotpepper.jp/strJ000973173/
ザ・プレミアムモルツ,682,イタリアン・フレンチ,俺のフレンチ　梅田,大阪府大阪市北区小松原町1-7 ミスターりんビル1F,050-5877-4051,34.7021835,135.500852,https://www.hotpepper.jp/strJ001182527/
ザ・プレミアムモルツ (樽生),660,中華,香港海鮮飲茶樓　梅田ブリーゼブリーゼ店,大阪府大阪市北区梅田２－4－9　ブリーゼブリーゼ　ブリーゼタワー6F,06-6344-4188,34.6986205,135.4939534,https://www.hotpepper.jp/strJ000726637/
ザ・プレミアムモルツ (生),550,居酒屋,博多水炊き・海鮮　囲み屋晴,大阪府大阪市北区兎我野町5-15,06-6311-8887,34.7009893,135.5041846,https://www.hotpepper.jp/strJ001222632/
ザ・プレミアムモルツ 〈香る〉エール,462,焼肉・ホルモン,焼肉　ハラミ馬鹿,大阪府大阪市北区中崎１－５－１９　１階,050-5281-5576,34.7070448,135.5058142,https://www.hotpepper.jp/strJ001135068/
ザ・プレミアムモルツ ジョッキ,506,居酒屋,和座屋(わざかや)　はちまる　茶屋町店,大阪府大阪市北区茶屋町14-15　FCビルディング4F,050-5845-7147,34.7074251,135.4989189,https://www.hotpepper.jp/strJ000650387/
ザ・プレミアムモルツ タンブラー,450,居酒屋・創作料理,個室 もつ鍋 泳ぎイカ 九州うまか 梅田店,大阪府大阪市北区角田町１－１　地下１Ｆ,050-5834-2760,34.7040024,135.5012571,https://www.hotpepper.jp/strJ000973173/
ザ・プレミアムモルツ ピッチャー,1870,居酒屋,和座屋(わざかや)　はちまる　茶屋町店,大阪府大阪市北区茶屋町14-15　FCビルディング4F,050-5845-7147,34.7074251,135.4989189,https://www.hotpepper.jp/strJ000650387/
ザ・プレミアムモルツ 中,500,和食,季節の鍋　縁,大阪府大阪市北区中崎西４－３－２７　アストラーレ茶屋町東１階,06-6147-8311,34.7093557,135.5023986,https://www.hotpepper.jp/strJ001136132/
ザ・プレミアムモルツ 中ジョッキ,430,居酒屋・和食,炭火焼き鳥 だまれトリ 梅田本店,大阪府大阪市北区太融寺町6-8　阪急産業梅田ビルＢ1Ｆ,050-5816-3115,34.701981,135.5025643,https://www.hotpepper.jp/strJ001037145/
ザ・プレミアムモルツ 中瓶,715,居酒屋,焼き鳥　播鳥　西梅田店,大阪府大阪市北区梅田２-4-43,050-5283-6432,34.6989553,135.4947399,https://www.hotpepper.jp/strJ000772517/
ザ・プレミアムモルツ 大ジョッキ,860,居酒屋・和食,炭火焼き鳥 だまれトリ 梅田本店,大阪府大阪市北区太融寺町6-8　阪急産業梅田ビルＢ1Ｆ,050-5816-3115,34.701981,135.5025643,https://www.hotpepper.jp/strJ001037145/
ザ・プレミアムモルツ 小,380,和食,季節の鍋　縁,大阪府大阪市北区中崎西４－３－２７　アストラーレ茶屋町東１階,06-6147-8311,34.7093557,135.5023986,https://www.hotpepper.jp/strJ001136132/
ザ・プレミアムモルツ 生(お得ジョッキ),1045,居酒屋,焼き鳥　播鳥　西梅田店,大阪府大阪市北区梅田２-4-43,050-5283-6432,34.6989553,135.4947399,https://www.hotpepper.jp/strJ000772517/
ザ・プレミアムモルツ 生(中),605,居酒屋,焼き鳥　播鳥　西梅田店,大阪府大阪市北区梅田２-4-43,050-5283-6432,34.6989553,135.4947399,https://www.hotpepper.jp/strJ000772517/
ザ・プレミアムモルツ 香るエール,350,焼肉・ホルモン,板前焼肉　一笑　北新地　離宮,大阪府大阪市北区曽根崎新地１－９－４　２F　３F,050-5355-0375,34.6982594,135.4988228,https://www.hotpepper.jp/strJ001052204/
ザ・プレミアムモルツ 香るエール(生ビール),590,居酒屋,町家和食　京の町,大阪府大阪市北区小松原町1-16モコビル3F,050-5841-0871,34.7025203,135.5010177,https://www.hotpepper.jp/strJ000062982/
ザ・プレミアムモルツ(中),418,居酒屋,食べ放題専門居酒屋　日本一　梅田店,大阪府大阪市北区曽根崎２-8-7　コーストスタジョーネ4階,06-6364-3833,34.6997226,135.5011282,https://www.hotpepper.jp/strJ001029469/
ザ・プレミアムモルツ(中),418,居酒屋,個室均一居酒屋　きんいち　お初天神店,大阪府大阪市北区曽根崎２-8-7 コーストスタジョーネ4F,06-6364-1111,34.6997226,135.5011282,https://www.hotpepper.jp/strJ000690098/
ザ・プレミアムモルツ(中瓶),1430,和食,北新地 串揚げ かな山,大阪府大阪市北区曽根崎新地１-4-25 B1F,050-5831-5781,34.6982594,135.4988228,https://www.hotpepper.jp/strJ001224930/
ザ・プレミアムモルツ(生),480,居酒屋,板前ダイニング　堂島小町　西梅田,大阪府大阪市北区堂島２-１-３９　日食物産ビルB1F,06-6343-8777,34.6962131,135.4953105,https://www.hotpepper.jp/strJ000773150/
ザ・プレミアムモルツ(生)(ジョッキ),580,イタリアン・フレンチ・ダイニングバー・バル,イタリアンキッチン　Sa　サー,大阪府大阪市北区梅田１－1－3　大阪駅前第３ビルB2-38,050-5815-6853,34.6987788,135.499416,https://www.hotpepper.jp/strJ000012973/
ザ・プレミアムモルツ(生)/ジーマ,800,ダイニングバー・バル,エスプリ ギャザ阪急,大阪府大阪市北区芝田１－３－１ギャザ阪急ビル1F,06-6147-4110,34.705548,135.4975565,https://www.hotpepper.jp/strJ000014249/
ザ・プレミアムモルツ<生・グラス>,620,イタリアン・フレンチ,カプリチョーザリンクス梅田店,大阪府大阪市北区大深町１－１－１　リンクスウメダ８Ｆ,050-5347-6156,34.7046023,135.4962013,https://www.hotpepper.jp/strJ000019130/
ザ・プレミアムモルツ<生・ジョッキ>,750,イタリアン・フレンチ,カプリチョーザリンクス梅田店,大阪府大阪市北区大深町１－１－１　リンクスウメダ８Ｆ,050-5347-6156,34.7046023,135.4962013,https://www.hotpepper.jp/strJ000019130/
ザ・プレミアムモルツ<生・ピッチャー>,2730,イタリアン・フレンチ,カプリチョーザリンクス梅田店,大阪府大阪市北区大深町１－１－１　リンクスウメダ８Ｆ,050-5347-6156,34.7046023,135.4962013,https://www.hotpepper.jp/strJ000019130/
ザ・プレミアムモルツ〈香る〉エール 生中,473,居酒屋,肉卸直営　大衆肉酒場きたうち　中津店,大阪府大阪市北区豊崎３-15-16,06-6292-6633,34.7111289,135.4985139,https://www.hotpepper.jp/strJ000508527/
ザ・プレミアムモルツ【生中】,603,焼肉・ホルモン・居酒屋,精肉卸問屋直営 焼肉ホルモン 肉匠牛次郎 お初天神店,大阪府大阪市北区曽根崎２－５－２２ 日宝パティオ曽根崎１階,050-5452-5238,34.6994706,135.5011466,https://www.hotpepper.jp/strJ001258233/
ザ・プレミアムモルツ中瓶,600,創作料理,どん家,大阪府大阪市北区曽根崎新地１-5-32 ボネービル1F,06-6341-7558,34.6990236,135.5081067,https://www.hotpepper.jp/strJ000448419/
ザ・プレミアムモルツ樽生,600,創作料理,どん家,大阪府大阪市北区曽根崎新地１-5-32 ボネービル1F,06-6341-7558,34.6990236,135.5081067,https://www.hotpepper.jp/strJ000448419/
ザ・プレミアムモルツ樽生(中),550,焼肉・ホルモン,福園,大阪府大阪市北区堂島１－３－３３　新地萬年ビル5F,050-5265-9071,34.6967601,135.4982745,https://www.hotpepper.jp/strJ000013199/
ザ・プレミアムモルツ樽生(小),495,焼肉・ホルモン,福園,大阪府大阪市北区堂島１－３－３３　新地萬年ビル5F,050-5265-9071,34.6967601,135.4982745,https://www.hotpepper.jp/strJ000013199/
ザ・プレミアムモルツ生 (中),700,焼肉・ホルモン・韓国料理,焼肉　蔵人,大阪府大阪市北区堂島１-4-23　北新地吉本ビル6Ｆ,050-5257-7864,34.6961845,135.4977406,https://www.hotpepper.jp/strJ000954859/
ザ・プレミアムモルツ生 (小),550,焼肉・ホルモン・韓国料理,焼肉　蔵人,大阪府大阪市北区堂島１-4-23　北新地吉本ビル6Ｆ,050-5257-7864,34.6961845,135.4977406,https://www.hotpepper.jp/strJ000954859/
ザ・プレミアムモルツ生グラス,320,居酒屋,梅田　ごだいご,大阪府大阪市北区芝田１-3-1　ギャザ阪急5F,06-6147-8682,34.705548,135.4975565,https://www.hotpepper.jp/strJ001255185/
ザ・プレミアムモルツ生中ジョッキ,430,居酒屋,梅田　ごだいご,大阪府大阪市北区芝田１-3-1　ギャザ阪急5F,06-6147-8682,34.705548,135.4975565,https://www.hotpepper.jp/strJ001255185/
ザ・プレミアムモルツ香るエール,638,居酒屋,宮崎地鶏炭火焼 車 梅田店,大阪府大阪市北区角田町６－９,050-5816-9795,34.7035711,135.5005957,https://www.hotpepper.jp/strJ000449711/
ザ・プレミアムモルツ香るエール(中),1100,和食,北新地 串揚げ かな山,大阪府大阪市北区曽根崎新地１-4-25 B1F,050-5831-5781,34.6982594,135.4988228,https://www.hotpepper.jp/strJ001224930/
ザ・プレミアムモルツ香るエール(小),770,和食,北新地 串揚げ かな山,大阪府大阪市北区曽根崎新地１-4-25 B1F,050-5831-5781,34.6982594,135.4988228,https://www.hotpepper.jp/strJ001224930/
ザ・プレミアム・モルツ,572,居酒屋,個室　藁焼きと熟成肉　藁蔵　～wakura～ 梅田店,大阪府大阪市北区芝田２－３－９　エクセルビル５Ｆ,050-5861-8531,34.7054067,135.4953251,https://www.hotpepper.jp/strJ001029457/
ザ・プレミアム・モルツ,350,居酒屋,焼鳥屋　鳥貴族　曽根崎センタービル店,大阪府大阪市北区曽根崎２‐１０‐１５　Ｂ１Ｆ,050-5449-8702,34.7007263,135.5007048,https://www.hotpepper.jp/strJ000753458/
ザ・プレミアム・モルツ,490,居酒屋,炭火焼鳥　とり銀　梅田茶屋町本店,大阪府大阪市北区芝田１-3-13 シバタビル1F,06-6359-1900,34.7060917,135.4974737,https://www.hotpepper.jp/strJ001008919/
ザ・プレミアム・モルツ,590,居酒屋,おばんざいバー　博多漁家　しらすくじら　グランフロント大阪,大阪府大阪市北区大深町3-1号　グランフロント大阪北館6階,06-6485-7292,34.7053446,135.4945926,https://www.hotpepper.jp/strJ001042574/
ザ・プレミアム・モルツ,350,居酒屋,焼鳥屋　鳥貴族　太融寺店,大阪府大阪市北区太融寺町５‐８‐Ｂ１,050-5449-8706,34.7019889,135.502943,https://www.hotpepper.jp/strJ001100690/
ザ・プレミアム・モルツ,350,居酒屋,焼鳥屋　鳥貴族　北新地店,大阪府大阪市北区西天満２－１０－２　Ｂ１F,050-5449-8419,34.696506,135.5017745,https://www.hotpepper.jp/strJ001006367/
